Ref,CharDate,Character,CharNote,CDate,UDate,CName,UName
1500,,61,"They have cats","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1501,,411,"The husband of Mrs Pugsley housekeeper at Lower Loxley","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1502,,412,"The vicar of Ambridge from '73 to '88","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1503,,416,"The local paper owned by Jack Woolly. Comes out weekly on a","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1504,,416,"Thursday. The Editor is Campbell","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1505,,417,"Jethro's old dog, left to Clarrie after his death","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1506,,418,"Vicar of Ambridge, left in 1961","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1507,,419,"Neil's old boar. He is a Landrace pig","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1508,,420,"Shelly is the part time receptionist at Grey Gables","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1509,,425,"Mrs Barraclough was the old lady who died while Richard was","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1510,,425,"treating her","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1511,,452,"Richard's receptionist","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1513,,444,"Receptionist at Dr. MacLaren's Surgery","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1514,,441,"Vicar of Ambridge from 1989 to 1990","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1515,,439,"Phil's pet Middle White pig","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1516,,434,"American from Kansas","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1518,,478,"Godmother: Ann Granville.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1519,,478,"Godfathers: Harvey Grenville and Andrew Sinclair.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1520,,302,"Looked as if he had been sleeping in a ditch.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1521,,473,"Christine's boss at Borchester Dairies.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1522,,471,"Mrs P goes to look after her.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1524,,469,"Comes to Fairbrother's farm to value the herd","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1525,,467,"apprentice.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1526,,467,"Dan and Doris the possibility of Jimmy becoming a farm","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1527,,466,"marine biologist","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1528,,466,"relief on the mobile library. Married husband Eric is a","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1529,,466,"Librarian at Borchester Library. She comes to Ambridge as","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1530,,462,"Has a beard","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1534,,459,"agriculture generally.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1535,,459,"1957 and has since spent time on a world tour looking at","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1536,,459,"on the side, several thousand acres. Sold up in Africa in","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1537,,459,"somewhere in Africa, doing some pretty large scale renching","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1538,,459,"military purposes. Ha held an important colonial post","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1539,,459,"war broke out in 1939, his eatate was broken up for","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1540,,459,"Family has been landowners and squires for 300 years. When","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1541,,459,"An old acquaintance of squire Lawson-Hope's.In his late 40's","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1547,,484,"At school he was a wimp. He got stuck at the top of the wall bars and as John helped him down he pulled at his gym shorts","02/10/99 00:00:00","02/11/99 13:25:39","DataEase","gartyp01"
1548,,494,"Harry is Neil's boss at Borchester Mills.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1549,"07/27/21 00:00:00",55,"Birthday 27th July 1921.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1550,"09/18/21 00:00:00",79,"Birthday 18th September 1921.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1551,"12/17/21 00:00:00",176,"Married Doris Forrest","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1552,"12/17/21 00:00:00",175,"Married Doris, maiden name Forrest. 11.07.1900 to 27.10.1980","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1553,"12/17/22 00:00:00",178,"Birthday. Eldest Son of Dan & Doris Archer.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1554,"08/17/24 00:00:00",119,"BIRTHDAY AUGUST 17TH.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1555,"01/01/27 00:00:00",241,"Was appointed headmistress of the village school in 1927","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1556,"04/23/28 00:00:00",19,"Birthday April 23rd - PHILIP WALTER ARCHER ""known as Phil"". Younger son of Dan and Doris Archer who had 3 children. Jack, Christine and Philip.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1557,"10/24/28 00:00:00",29,"Birthday 24th October 1928. Born in Yorkshire.","02/10/99 00:00:00","11/03/04 15:16:15","DataEase","fishec50"
1558,"10/03/30 00:00:00",18,"Birthdate of Jill Archer - maiden name Patterson.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1559,"12/21/31 00:00:00",28,"Youngest child of Dan and Doris Archer. Birthday 21st December 1931","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1561,"04/05/43 00:00:00",143,"Born on 5th April 1943.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1562,"07/17/43 00:00:00",178,"Married to Peggy Perkins.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1563,"01/07/45 00:00:00",9,"Birthday 7th January 1945 Elder daughter of Peggy and Jack Archer.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1564,"07/08/47 00:00:00",33,"Birthday 8th July 1947. Youngest Daughter of Jack & Peggy A. Sister of Tony Archer and Jennifer Archer (now Aldridge).","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1565,"12/01/49 00:00:00",163,"Birthday.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1566,"01/01/51 00:00:00",64,"Was sweet on Christine Archer.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1567,"01/01/51 00:00:00",9,"Davies and the current actress Angela Piper. Ysanne Churchman, Elaine McNamara: Freda Hooper;Carol Lynn- Five actresses have played the part of Jennifer so far:","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1568,"01/01/51 00:00:00",260,"Dr. Eric harvey was the much loved local GP (part played by","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1570,"01/01/51 00:00:00",248,"Bess is Simon Cooper's wife.  Simon worked for Dan Archer","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1571,"01/01/51 00:00:00",28,"chemistry.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1572,"01/01/51 00:00:00",241,"Plays the organ at church Belongs to Ornithologists club at Borchester. Village school mistress, called ""Old Mousetrap"" by pupils.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1573,"01/01/51 00:00:00",64,"for Christmas. Episode 247. MAY: Episode 116 Promoted to Corporal.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1574,"01/01/51 00:00:00",19,"Phil Archer was born at Brookfield on St. George's Day 1928. Education: Village School; Grammar School;two years on farm; Farming Institute.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1575,"01/01/51 00:00:00",28,"Educated at Village School; Scholarship to Grammar School; Got H.S.C. with distinction in biology and credit in","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1576,"01/01/51 00:00:00",64,"1951: Son of Walter Gabriel; doing National Service R.A.F.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1577,"01/02/51 00:00:00",260,"Attends to Mike Daly when he has a recurring bout of malaria Knows about Bees and in episode 330 & 329 looks after Mike's bees. Grows chrysanthemums - buys cuttings from Jack. six different actors from episode 169 - 498). Doesn't smoke","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1578,"02/16/51 00:00:00",24,"Only Son of Jack and Peggy Archer. Birthday 16th February 1951.  The first Archer grandson.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1579,"02/16/51 00:00:00",178,"Birth of Son Anthony William Daniel Archer (known as Tony)","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1580,"02/16/51 00:00:00",24,"Named: ANTHONY WILLIAM DANIEL ARCHER known as ""TONY"".","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1581,"03/16/51 00:00:00",24,"Colin Skipp (2). First actor was Philip Owen (no dates) and second actor was","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1582,"08/07/51 00:00:00",24,"Christened.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1583,"09/01/51 00:00:00",9,"Started Village School in Ambridge.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1584,"09/14/51 00:00:00",109,"Birthday - eldest daughter of Jethro & Lizzie Larkin. Sister","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1585,"12/14/51 00:00:00",64,"Walter received letter from him saying he wouldn't be home","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1586,"01/01/52 00:00:00",9,"Private School in Cornwall.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1587,"01/07/52 00:00:00",9,"Doris gives her a doll Birthday she is thrilled","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1588,"01/10/52 00:00:00",20,"Birthday 10th January 1952","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1589,"10/01/52 00:00:00",9,"Returns to village school.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1590,"06/02/53 00:00:00",9,"Takes part in Fancy dress parade on Coronation Day.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1591,"10/01/53 00:00:00",9,"To play the lead at school in ""Toad of Toad Hall. Mrs P is is going to make the costume.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1592,"06/01/54 00:00:00",9,"Elise Catcher wants Jenn to sit for the Grammer School.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1593,"01/01/55 00:00:00",9,"Has a brace on her teeth for a few months.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1594,"01/01/55 00:00:00",242,"No date specified but around 1955 Doctor Cavendish","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1595,"03/01/55 00:00:00",229,"No date specified but first played by John Dexter and later","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1596,"04/03/55 00:00:00",45,"Birthday.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1597,"01/01/56 00:00:00",24,"Education: 1956 The Woodlands Private School, Borchester.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1598,"01/01/56 00:00:00",229,"No date specified: Makes all necessary enquiries following","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1599,"01/01/56 00:00:00",244,"NO SPECIFIC DATE but in 1956 was Assistant Gamekeeper to","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1600,"01/09/56 00:00:00",458,"Boyfriend of Marjorie Butler. Phil gives him a job on the Fairbrother Estate","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1601,"02/01/56 00:00:00",9,"Sits Borchester Grammar School exam but very nervous.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1602,"02/15/56 00:00:00",172,"Birthday.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1603,"06/01/56 00:00:00",9,"Fails entrance to Borchester Grammar School.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1604,"07/01/56 00:00:00",9,"Family holiday in Bournemouth.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1605,"12/15/56 00:00:00",28,"Marriage to Paul Johnson on December 15th 1956.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1606,"03/13/57 00:00:00",9,"out. Wakes with raging toothache and has to be rushed to the Is given sweets one night by Mrs.P when Jack and Peggy are dentist.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1607,"06/12/57 00:00:00",177,"Dan Archer's Sister-in-law, who is widowed: her husband was","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1608,"07/09/57 00:00:00",18,"Children are Twins, Kenton and Shula, David and Elizabeth. July 1957: Phil Archer spots Jill at Church Fete. on 16/11/57, quietly, at the church in Crudley. She is an orphan who lived with an aunt in Crudley. The aunt was an old school friend of Helen Fairbrother. Married Phil Second wife of Philip Archer.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1609,"10/01/57 00:00:00",467,"Husband Will, son Jimmy. Calls at Brookfield to discuss with","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1610,"02/28/58 00:00:00",256,"A mechanic at Wainwright's garage.  Sells his two-stroke","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1611,"08/08/58 00:00:00",17,"Birthdate - Twin son of Philip and Jill Archer. Twin - Shula","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1612,"09/17/58 00:00:00",236,"Journalist from the Farmer and Stockbreeder.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1613,"09/26/58 00:00:00",58,"Married Pru.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1614,"09/26/58 00:00:00",55,"Married Tom Forrest","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1615,"10/09/58 00:00:00",220,"Public Relations Officer for Produce Pre-packaging Develop-","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1616,"11/01/58 00:00:00",205,"Mr. Knockholler.  Talks to Carol. (November) Arrives to look over the Fairbrother Estate for his client","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1617,"12/11/58 00:00:00",391,"Land Commissioner comes to Brookfield to talk to Dan about his plans for his re-organisation.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1618,"01/01/59 00:00:00",5,"1959: Godparents Tom and Pru Forrest and Dan Archer","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1619,"01/01/59 00:00:00",201,"Later Alan in the Bull complaining to Jack about Ambridge womenfolk. Len comes in, and tells him to leave Mary alone Against her wish he kisses her, and in walks Sally! Len knocks over Alan's beer. Alan storms out. Mary Thomas. Paul comes along & pushes Alan's hat over his face. a party. Finds Christine there and turns on the charm. in order to give him a piece of her mind.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1620,"01/01/59 00:00:00",5,"1959: has blonde hair like Jill.  Is nicknamed ""Snowball"".","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1621,"01/01/59 00:00:00",201,"Later bumps into Chris in Borcherter. She is not happy about Alan is not upset. He rings Chris and asks her out she goes Calls at Walton Grange to see Sally Johnson who he meet at","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1622,"09/18/59 00:00:00",5,"Birthday September 18th 1959.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1623,"12/24/59 00:00:00",209,"Is very greateful when Doris delivers a Christmas hamper.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1624,"12/24/59 00:00:00",210,"her mother's Christmas lunch. She is only 14 and is running and Jack hear Susan trying to take one of the hens for Villagers collecxt to provide a Christmas hamper after Ned the house while her mother is ill.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1625,"01/01/60 00:00:00",222,"A rather objectionable type who frequents the Borchester Palais.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1626,"01/01/60 00:00:00",9,"Now likes to wear lipstick and stiletto heels which worries Jack.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1627,"03/08/60 00:00:00",210,"Goes to stay with Tom and Pru while her mother is in hospital. Grenville sends her and her mother away for a","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1628,"03/31/60 00:00:00",209,"Daughter Susan stays with Tom and Pru while she is in arranged by Mr.Gren hospital; afterwards they go on holiday which has been","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1629,"04/08/60 00:00:00",222,"Is annoyed when Tina Paget does not arrive with Joan for a paper weight. shop, and when asked to leave, refuses. Tina hits him with a Saturday night dance.Later he goes to visit her at John's","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1630,"05/01/60 00:00:00",9,"Miss Williamson & Miss Spencer. She is thrilled when Jack for the summer holiday under supervision from 2 teachers, Is very keen to join a school party which is going abroad says she can go.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1631,"05/04/60 00:00:00",221,"Buys a horse from Chris for £450 gns.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1632,"05/16/60 00:00:00",208,"Borchester. Owns a motor bike. A student in Jimmy Grange's class at the tech. in","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1633,"06/09/60 00:00:00",199,"bought for £120 fictitious deal over the scrap melal on the land Mrs.T Arranges with Mrs. Turvey to try to interest Walter in a","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1634,"06/14/60 00:00:00",199,"Goes to see Walter who falls for his story hook, line and","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1635,"06/14/60 00:00:00",195,"Fred was a small but important farmer in Ambridge.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1636,"06/18/60 00:00:00",30,"Terry's Birthday. Eldest child of George & Ellen Barford.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1637,"07/01/60 00:00:00",224,"The Johnson's family solicitor.  Paul visits him to sign","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1638,"08/01/60 00:00:00",9,"with Gary Kenton who was smoking on the day there was a fire Admits to Jack that she was walking through Fred Barratt's","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1639,"08/13/60 00:00:00",9,"School trip Italy, Switzerland, France back 5.9.60.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1640,"08/23/60 00:00:00",234,"the station. The new barmaid at the Bull. Jack and Walter meet her at","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1641,"09/01/60 00:00:00",9,"restaurant at the Bull. Jack speaks to her about Gary. Says she is not interested Has no intention of falling for anyone before she is 30. Thinks she might like to do domestic science and help to run","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1642,"01/01/61 00:00:00",222,"knocks out Walter and threatens Sally with knife. At the trial in Borchester, receives sentence of 2 yrs.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1643,"01/01/61 00:00:00",9,"Taking part in a Passion Play at Easter. The school will also perform at the Hospital.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1644,"01/01/61 00:00:00",222,"friends. Caught in the act by Walter and Sally Johnson Tries to set fire to one of Grenville's barns with two","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1645,"01/02/61 00:00:00",181,"During 1961 he was appointed manager of the market garden","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1646,"02/22/61 00:00:00",191,"First appearance episode: 2628 (Actor Alaric Cotter).","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1647,"02/28/61 00:00:00",217,"hooligans who set fire to Granville's barn. Defending council at the trial in Borchester of the three","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1648,"06/01/61 00:00:00",400,"Down trodden wife of Bert Garland.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1649,"06/02/61 00:00:00",218,"First appearance.  He is Dan Archer's new Dairy Farmhand -","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1650,"12/01/61 00:00:00",182,"Dan Archer and Fred Barratt visited his father, Jess, who","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1651,"12/27/61 00:00:00",182,"Goes out with his brother Joe's fiancee, Ruth, to Borchester","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1652,"01/01/62 00:00:00",81,"Birthdate is not known, but it is the year was 1962.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1653,"01/18/62 00:00:00",181,"Told Grenville that the set up at the market garden was too","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1654,"10/29/62 00:00:00",252,"First appearance Episode 3066: Legal adviser to Jack Woolley","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1655,"11/05/62 00:00:00",255,"motorbike by putting a lighted firework under it. a pensioner.  Lilian is suspected of setting fire to his Ton up boy from Hollerton - puts lighted firework under","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1656,"11/06/62 00:00:00",266,"She will not sell. Owns talking parrott which Walter and Lilian go to see","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1657,"01/01/63 00:00:00",244,"No specific date but moves from Ambridge to work in Stafford","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1658,"04/16/63 00:00:00",194,"Betty and Fred live at Barratt Farm.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1659,"04/17/63 00:00:00",194,"First appearance: Episode 3188 (Actress Brenda Dunrich).","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1660,"09/01/63 00:00:00",9,"West Midland Training College in Walsall. Est: Took a domestic science course after teacher training.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1661,"09/05/63 00:00:00",231,"Starts work at Grenville's to replace Joan Hood.  Likes to","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1662,"09/30/63 00:00:00",128,"to an approved school at 15yrs, for breaking and entering. Comes to stay at Grey Gables and is rather a large contrast to most of Jack Woolley's guests.  Woolley takes to Sid - is on the fiddle and he is so pleased he gives Sid a job as life given the right chances.  Sid tells him that his barman In trouble with the police in his earlier days, sent his wing as he thinks he could actually make a success of sees him as a younger version of himself. Takes him under chauffeur and right hand man. (Sept to Nov 1963).","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1663,"12/26/63 00:00:00",196,"Ralph is Admiral Bellamy and the late Mrs. Bellamy's Son.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1664,"01/01/64 00:00:00",5,"1964: Starts Village School","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1665,"02/14/64 00:00:00",196,"He was engaged to marry a girl in Cambridgeshire, but he","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1666,"04/01/64 00:00:00",202,"from Worcester who is expecting a baby in Sept. Rents New policeman in Ambridge. Was married in Oct.63 to a girl","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1667,"04/01/64 00:00:00",229,"No date specified but during April is promoted and moves to","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1668,"04/01/64 00:00:00",202,"summer. Rickyard Cottage at Brookfield for his parents, for the","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1669,"09/08/64 00:00:00",218,"Marries Joan Hood, youngest daughter of Percy and Betty Hood","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1670,"10/02/64 00:00:00",202,"Son is born.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1671,"04/21/65 00:00:00",206,"she was in trouble. Used to know Ralph Bellamy in Cambridgeshire,and thinks a and reeks of ""Californian Poppy"". Has a sister called Dolly Arrives at the Bull to replace Polly. Has a Beehive hair do, and thinks a lot of him because he helped her sister when","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1672,"05/07/65 00:00:00",218,"Daughter Juliet born.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1673,"05/07/65 00:00:00",219,"Juliet Burton born - parents Nigel and Joan Burton.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1674,"09/01/65 00:00:00",202,"Parents leave Rickard cottage to return North.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1675,"11/01/65 00:00:00",194,"Decided to sell Barratt Farm to Laura Archer and find a","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1676,"12/08/65 00:00:00",239,"Address wqas Oak Cottage, Sweet Hill, Moira Road, Near Burton on Trent Appeared in episode 3878 from Smithfield Show.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1677,"01/01/66 00:00:00",24,"1966: Starts work at Bellamy's and also attends day release","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1678,"01/01/66 00:00:00",194,"Est: Barratt Farm was previously called Sixpenny Farm.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1679,"01/01/66 00:00:00",24,"classes at Borchester Tech.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1680,"01/14/66 00:00:00",200,"Appeared in episode 3905: Cotswold Game Farm Limited, Stroud","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1681,"02/23/66 00:00:00",206,"Exchanges jobs with Polly Mead who wants to return to the Bull, and goes to work at the Regency Hotel Borchester.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1682,"03/14/66 00:00:00",204,"Thirty six years old fully trained and experienced relief","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1683,"04/21/66 00:00:00",204,"First appearance: 3974 Temporary Manager at Bull when Jack & Peggy have a holiday in Italy.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1684,"01/01/67 00:00:00",234,"Moves into digs in the village","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1685,"01/01/67 00:00:00",225,"Sets up pig farm at Paunton Farm as a cover up for organising the mail van robbery with Nelson Gabriel.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1686,"06/01/67 00:00:00",202,"Leaves Ambridge for promotion in Borchester.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
