Ref,Storyline,Comments,CDate,UDate,CName,UName
843,"Ed's Car and Cannabis",,"04/08/04 11:55:58","04/08/04 11:55:58","fishec50","fishec50"
844,"Elizabeth and Nigel's blind date",,"04/21/04 15:40:12","09/30/13 15:58:45","fishec50","fishec50"
845,"Adam and Ian",,"04/23/04 11:08:15","04/23/04 11:08:16","fishec50","fishec50"
846,"Illegal Meat",,"04/23/04 12:26:02","04/23/04 12:26:02","fishec50","fishec50"
847,"Ed's Community Rehabilitation","Ed avoids being sent to a Young Offenders Institute but gets a combined order of one hundred hours of community punishment and a twelve months Community Rehabilitation Order on 10/9/03","04/30/04 11:44:27","04/30/04 11:50:29","fishec50","fishec50"
848,"Salsa",,"05/05/04 11:23:06","05/05/04 11:23:06","fishec50","fishec50"
849,"Events at Grey Gables",,"05/05/04 12:46:48","05/05/04 12:46:48","fishec50","fishec50"
850,"Police House Fire","Also see Clive v The Barfords","05/24/04 12:25:44","05/24/04 12:28:20","fishec50","fishec50"
851,"Films in The Fields",,"05/24/04 15:34:11","05/24/04 15:34:11","fishec50","fishec50"
852,"Herdsman at Brookfield",,"05/26/04 10:51:44","05/26/04 10:51:44","fishec50","fishec50"
853,"Nelson and his Dad",,"06/03/04 14:28:06","06/03/04 14:28:06","fishec50","fishec50"
854,"Bert's retirement",,"06/10/04 15:29:46","06/10/04 15:29:46","fishec50","fishec50"
855,"Kathy's menopause",,"06/15/04 11:58:41","06/15/04 11:58:41","fishec50","fishec50"
856,"Helen's Anorexia","see Greg's family problems and Greg's  Suicide","06/24/04 15:11:01","10/04/04 12:26:38","fishec50","fishec50"
857,"Sid's Homophobia",,"07/01/04 15:22:36","07/01/04 15:22:36","fishec50","fishec50"
860,"Clarrie's 50th birthday",,"07/02/04 10:31:47","05/26/05 10:54:00","fishec50","fishec50"
861,"Cat and Fiddle Restoration",,"07/02/04 17:05:19","11/07/12 12:16:31","fishec50","fishec50"
862,"School Meals",,"08/13/04 15:23:06","08/13/04 15:23:06","fishec50","fishec50"
863,"Hares",,"08/19/04 10:06:52","08/19/04 10:06:52","fishec50","fishec50"
864,"Pub of the Year",,"08/19/04 11:05:56","08/19/04 11:05:56","fishec50","fishec50"
865,"Death of Chandler the Pony",,"08/24/04 15:25:38","04/04/06 12:39:05","fishec50","fishec50"
866,"Tony's glasses",,"09/28/04 11:01:24","10/04/04 11:16:36","fishec50","fishec50"
867,"Grey Gables Refurbishment",,"09/28/04 11:23:13","09/28/04 11:23:13","fishec50","fishec50"
868,"Dancing",,"09/28/04 15:23:48","09/28/04 15:23:48","fishec50","fishec50"
869,"Lucky the gnome",,"09/30/04 16:40:13","09/30/04 16:48:04","fishec50","fishec50"
870,"Debbie's return",,"10/04/04 11:01:32","10/04/04 11:01:32","fishec50","fishec50"
871,"Lilian takes up shooting",,"10/05/04 15:28:34","10/05/04 15:28:35","fishec50","fishec50"
872,"Ed in Hungary",,"10/05/04 16:28:52","10/05/04 16:28:52","fishec50","fishec50"
873,"Adam and Debbie at Home Farm","See Adam at Home farm","10/07/04 15:39:05","06/02/05 15:24:29","fishec50","fishec50"
874,"Jill takes to the air",,"10/08/04 10:20:59","10/08/04 10:20:59","fishec50","fishec50"
875,"Emma's Pregnancy","Also see: Emma, Ed, and William?
William and Emma
Will or Ed who is George's father ?
Ed and William's relationship with George","10/15/04 15:53:35","01/30/06 17:08:58","fishec50","fishec50"
876,"Julia's Fans",,"10/20/04 11:55:38","10/20/04 11:55:38","fishec50","fishec50"
878,"Bell ropes",,"10/21/04 15:27:57","10/21/04 15:27:57","fishec50","fishec50"
879,"John Peel in Ambridge",,"10/26/04 15:28:32","10/26/04 15:28:32","fishec50","fishec50"
880,"Julie's bicycle",,"11/09/04 11:33:06","11/09/04 11:33:06","fishec50","fishec50"
881,"Upstairs@The Bull",,"11/19/04 16:33:15","11/19/04 16:33:15","fishec50","fishec50"
882,"Production - A Christmas Carol","Susan  -  Mrs Cratchit                    Kathy - Christmas past - Lynda took over
Pip  - a street urchin                      Ruth -  Belle.
Shula  -  Fran                                 Alice and Amy -  the Cratchit daughters
Clarrie  -  Mrs. Fezziwig                  Phil  -  music
Alistair  - Bob Cratchett                  Daniel - Tiny Tim
Jamie  - Turkey Boy                       Lilian -  Christmas Present
Christopher - Peter Cratchit            Robert  -  stage manager
Joe  - Scrooge                               David - Dick Wilkins
Neville Booth - Fezziwig - Neville dropped out. Owen took over however at the last moment Alan read the part","11/19/04 16:58:20","08/04/05 15:46:08","fishec50","fishec50"
883,"Jolene's plastic surgery",,"11/22/04 15:35:31","11/22/04 15:35:31","fishec50","fishec50"
884,"Mike's depression",,"11/29/04 12:57:01","04/19/13 14:47:21","fishec50","fishec50"
885,"Joe and Patience",,"11/30/04 15:15:53","11/30/04 15:15:53","fishec50","fishec50"
886,"Mike and Betty",,"12/02/04 15:10:56","12/02/04 15:10:56","fishec50","fishec50"
887,"Kenton and his daughter",,"12/02/04 15:22:05","09/30/13 15:57:21","fishec50","fishec50"
888,"Phoebe's hens",,"12/02/04 15:38:22","12/02/04 15:38:22","fishec50","fishec50"
889,"Cider Club","Cider-making with the Chideock cider-making club in their barn
Two areas of work. A wooden-sided trough, about waist high, closed at one end, open at the other. Apples emptied from plastic sacks (empty feed bags) into trough. Two guys on chairs with large metal choppers (long handle, wide blade at 90 degrees to it) chopped the apples roughly. They were then shovelled into an adapted garden shredder (One man poking round the top with a wooden stick to stop it blocking). the pulp comes out into plastic tubs - salt lick type.  Any spillage swept up and put back into trough.
Buckets carried to:
The press. Already three cakes made when I got there. A cake is made by laying a large piece of hessian  over an adjustable wooden frame and filling it with approx 12 buckets of pulp. The hessian is then folded over the top and the wooden frame raised ready to take the next cake. Juice starts trickling into the base of the press and running out of a hole into a large half-tub underneath (from where the juice is pumped to huge plastic barrels)
  The pulp is spread around the hessian so as to build walls against the sides of the frame first, and then filled in.

When eight cakes had been made,  the cheese is complete, so two hand-turned flywheels on the top of the two metal threads or screws, were turned by two of the guys, pressing down on the cakes. Juice poured into the tub and they had to moderate their speed to not overwhelm the pump. A spirit level is laid on top of the board , to make sure that the beams being brought to bear on the board and cakes is level.

As the board squeezes down further, two poles are slotted through the flywheels, to increase the pressure the guys can bring down on the cheese.
When the 150 gallon container is filled with juice, the process stops.
The press is dismantled and the exhausted cheese cleared the following day. The waste pulp is fed to pigs or other livestock. Dave said that pheasants love it - so it’s a good way to tempt them off shoot land onto your own land.
Once the process is complete, everyone settled down to glasses of earlier vintage cider/bread, cheese and onions.","12/02/04 17:08:19","08/16/11 11:47:14","fishec50","fishec50"
890,"Hollowtree Flats",,"12/03/04 16:49:46","12/03/04 16:49:46","fishec50","fishec50"
892,"Lord of Ambridge",,"12/06/04 17:16:14","12/06/04 17:16:14","fishec50","fishec50"
894,"Susan's work",,"12/13/04 12:45:17","12/13/04 12:45:17","fishec50","fishec50"
895,"Matt's Divorce",,"12/13/04 17:05:02","12/13/04 17:05:02","fishec50","fishec50"
896,"Peggy's 80th Birthday",,"01/12/05 11:17:24","01/12/05 11:17:24","fishec50","fishec50"
897,"t’ai chi",,"01/12/05 11:33:33","01/12/05 11:33:33","fishec50","fishec50"
898,"Wart charming",,"01/12/05 16:42:44","01/12/05 16:42:44","fishec50","fishec50"
899,"Sponsored swim","Swimmers: Shula, Usha, Lynda, Lilian","01/13/05 14:38:33","01/13/05 17:27:21","fishec50","fishec50"
900,"Ed's American girlfriend, Beth",,"01/14/05 16:53:22","01/14/05 16:53:25","fishec50","fishec50"
901,"Brian's Relationship with Ruairi - pre death of S","Also see: Tim and Janet. Tim and Siobhan.  Brian and Siobhan's affair. Siobhan's pregnancy. Brian's affair with Siobhan is over. Brian's car crash. Death of Siobhan - see Ruairi in the Aldridge family - for after Siobhan's death","01/19/05 11:42:49","06/19/07 10:29:20","fishec50","fishec50"
902,"Kathy and Owen the rape","See; Kathy's rape fallout - Kathy's rape the court case","01/19/05 12:26:17","11/05/07 16:51:44","fishec50","fishec50"
903,"Five-aside Football","Ambridge United and Aston Celtic","01/24/05 14:35:32","03/29/05 15:12:20","fishec50","fishec50"
904,"Paris Show",,"01/28/05 11:04:29","01/28/05 11:04:29","fishec50","fishec50"
905,"Jack and Valerie",,"02/03/05 15:03:36","02/03/05 15:03:36","fishec50","fishec50"
906,"David and Ruth's stolen wedding presents",,"02/03/05 15:09:14","05/16/11 16:40:00","fishec50","fishec50"
907,"Neil at Brookfield",,"02/03/05 15:13:23","02/03/05 15:13:23","fishec50","fishec50"
908,"Walter's carving",,"02/03/05 15:21:18","02/09/10 17:00:58","fishec50","fishec50"
909,"Alan's motorbike",,"02/21/05 12:49:12","01/22/10 17:27:33","fishec50","fishec50"
910,"Fostering Bruno",,"02/21/05 14:12:24","02/21/05 14:12:24","fishec50","fishec50"
911,"Death of George Barford",,"02/25/05 16:14:30","03/10/05 15:30:32","fishec50","fishec50"
912,"Sheep worrying",,"03/10/05 12:08:44","03/10/05 12:08:44","fishec50","fishec50"
913,"Great British Breakfast",,"03/10/05 15:03:14","03/10/05 15:03:14","fishec50","fishec50"
914,"Bert's mobile phone",,"03/10/05 16:19:49","03/10/05 16:19:49","fishec50","fishec50"
915,"Christine in Woodbine",,"03/10/05 17:02:57","03/10/05 17:02:57","fishec50","fishec50"
917,"Helen and Alan",,"03/24/05 16:31:08","03/24/05 16:31:08","fishec50","fishec50"
918,"Kathy's rape fallout","see: Kathy and Owen the rape and Kathy's rape the court case","03/24/05 17:02:32","11/05/07 16:52:29","fishec50","fishec50"
919,"Maize Maze","Home Farm's Magi-maize","03/29/05 16:21:49","03/29/05 16:27:25","fishec50","fishec50"
920,"Webcam",,"03/30/05 12:14:49","03/30/05 12:14:49","fishec50","fishec50"
922,"Operation Raleigh",,"04/05/05 17:42:41","04/05/05 17:42:41","fishec50","fishec50"
923,"Tom and Tamsin",,"04/22/05 14:32:04","04/22/05 14:32:04","fishec50","fishec50"
924,"James's property deal",,"04/25/05 15:07:24","05/27/05 12:22:13","fishec50","fishec50"
925,"Baby George",,"04/25/05 17:42:45","04/25/05 17:42:45","fishec50","fishec50"
926,"Amy The Midwife",,"04/27/05 15:11:35","04/27/05 15:11:35","fishec50","fishec50"
927,"James and Brenda",,"05/20/05 11:16:45","05/20/05 11:16:45","fishec50","fishec50"
928,"Julia and Lewis's wedding",,"06/02/05 12:00:15","06/02/05 12:00:15","fishec50","fishec50"
929,"Felpersham Charity Run","The Felpersham run is 10k, it's an ecumenical thing","06/02/05 12:39:21","06/02/05 12:47:33","fishec50","fishec50"
930,"Alistair at Brookfield",,"06/02/05 14:40:19","06/02/05 14:40:19","fishec50","fishec50"
932,"Bridge Farm Tenancy",,"06/08/05 11:03:05","05/31/06 12:03:55","fishec50","fishec50"
933,"Happy Veal",,"06/09/05 10:46:39","06/09/05 10:46:39","fishec50","fishec50"
934,"Death of Ginger Spice",,"06/13/05 12:06:51","06/13/05 12:06:51","fishec50","fishec50"
935,"Usha and Alan","See Alan and Usha's weddings
Shula’s reaction to Alan and Usha","06/30/05 11:11:27","02/26/09 12:14:11","fishec50","fishec50"
936,"Ron and Son of Ron",,"07/04/05 16:56:33","07/04/05 16:56:33","fishec50","fishec50"
937,"Single Farm Payment",,"07/07/05 11:07:01","07/07/05 11:07:01","fishec50","fishec50"
938,"Martha's pens",,"07/12/05 15:49:44","07/12/05 15:49:44","fishec50","fishec50"
939,"Death of Hermes the dog",,"07/13/05 12:27:33","04/04/06 12:39:16","fishec50","fishec50"
940,"Sharon and The Vicar",,"07/19/05 11:13:08","07/19/05 11:13:08","fishec50","fishec50"
941,"Sharon and Kylie",,"07/19/05 16:28:49","07/19/05 16:28:49","fishec50","fishec50"
942,"Lynda's goats",,"07/19/05 17:23:35","07/19/05 17:23:35","fishec50","fishec50"
943,"Brenda at University",,"07/22/05 16:39:28","11/12/09 10:59:54","fishec50","fishec50"
944,"Riding accident",,"07/27/05 11:00:56","07/27/05 11:00:56","fishec50","fishec50"
945,"George Grundy's christening",,"07/28/05 11:46:13","07/29/05 16:34:41","fishec50","fishec50"
946,"Kirsty and Sam",,"07/28/05 15:26:40","07/28/05 15:26:40","fishec50","fishec50"
947,"Julia and Lewis at Lower Loxley",,"07/29/05 10:38:17","07/29/05 10:38:20","fishec50","fishec50"
948,"Self Defence",,"07/29/05 15:42:51","07/29/05 15:43:08","fishec50","fishec50"
949,"Grace and Clive",,"08/02/05 16:25:52","08/02/05 16:25:53","fishec50","fishec50"
950,"Cricket Kwik Cricket",,"08/12/05 16:35:06","07/21/06 12:47:24","fishec50","fishec50"
951,"Rosemary's Dog",,"08/30/05 11:04:42","08/30/05 11:33:06","fishec50","fishec50"
952,"Death of Nell the dog",,"08/30/05 12:16:10","04/04/06 12:39:46","fishec50","fishec50"
953,"Hazel's visit","Cross reference with Jack's Alzheimer's storyline","10/21/05 15:34:11","10/26/05 17:31:00","fishec50","fishec50"
954,"Borsetshire Life","Characters being featured in the magazine","10/21/05 15:57:04","10/21/05 15:57:04","fishec50","fishec50"
955,"Jack's parrot",,"10/26/05 17:22:56","10/26/05 17:22:56","fishec50","fishec50"
956,"Summer Festival",,"11/08/05 14:54:15","11/08/05 14:54:15","fishec50","fishec50"
957,"Will or Ed who is George's father ?","Also see: Emma, Ed, and William?
William and Emma.
Ed and William's relationship with George","11/22/05 16:54:25","01/30/06 17:07:05","fishec50","fishec50"
958,"Kate's visit 2005",,"12/06/05 15:19:33","02/26/10 17:00:52","fishec50","fishec50"
959,"Pop concert",,"12/07/05 10:40:29","12/07/05 10:40:29","fishec50","fishec50"
960,"Ambridge Festival",,"12/07/05 12:21:46","12/07/05 12:22:12","fishec50","fishec50"
961,"Shula and Eric",,"12/07/05 14:15:21","12/07/05 14:15:21","fishec50","fishec50"
963,"Fashion Events",,"12/07/05 16:24:30","12/07/05 16:24:30","fishec50","fishec50"
964,"Eddie and Dolly",,"12/09/05 12:02:51","12/09/05 12:02:51","fishec50","fishec50"
965,"Eddie's music",,"12/09/05 12:06:30","06/28/11 16:22:51","fishec50","fishec50"
966,"Fish Farm - Paul's bankruptcy",,"12/13/05 11:08:25","02/20/06 17:58:21","fishec50","fishec50"
967,"Apple Day",,"01/11/06 14:35:36","01/11/06 14:35:36","fishec50","fishec50"
968,"Bridge Farm carrots",,"01/13/06 11:08:39","01/13/06 11:08:39","fishec50","fishec50"
969,"Bird Flu",,"01/17/06 15:59:12","01/17/06 15:59:13","fishec50","fishec50"
970,"Production - Spirit of Christmas","Joe: Thomas Hardy poem
Hayley and the children: 12 days of Christmas
Alan: A new Vicar's first Christmas
Titcombe: Magic
Mike and Betty due to dance but didn't
Pip and Izzy: dance
Kenton: stand-up
Alan and Amy; sing Rudolph the Red nosed Reindeer
Derek Fletcher: on spoons","01/17/06 17:27:22","04/28/10 14:17:18","fishec50","fishec50"
971,"Death of Julia Pargetter",,"01/19/06 17:14:59","04/04/06 12:36:24","fishec50","fishec50"
972,"Edward and William's relationship","William is George's father.
Also see: William and Emma","01/30/06 16:52:53","02/14/13 12:38:45","fishec50","fishec50"
973,"Ragwort",,"01/31/06 11:35:18","01/31/06 11:35:18","fishec50","fishec50"
974,"Sale of Grey Gables","for 2006 sale also see sale of The Bull and sale of The Dower House","01/31/06 16:54:29","03/10/06 14:07:45","fishec50","fishec50"
976,"Matt's bit on the side - Jade",,"02/01/06 16:35:48","01/09/08 14:46:59","fishec50","fishec50"
977,"Mushroom Picking",,"02/13/06 15:14:20","02/13/06 15:14:20","fishec50","fishec50"
978,"Gourmet Grills","Also see Tom Archer's sausages.
Always worth checking the word ""sausages"" as there are several storylines that cover both John's and Tom’s pigs.","02/14/06 12:49:37","11/10/11 11:38:00","fishec50","fishec50"
979,"Death of Betty Tucker",,"02/14/06 15:24:13","04/04/06 12:38:33","fishec50","fishec50"
980,"Tom and Brenda",,"02/20/06 12:13:55","02/20/06 12:13:55","fishec50","fishec50"
981,"Susan at the Village Shop",,"03/02/06 17:16:21","03/02/06 17:16:21","fishec50","fishec50"
982,"Golden Wedding Anniversary",,"03/03/06 16:04:44","07/11/07 17:04:56","fishec50","fishec50"
983,"Shula at The Estate Office",,"03/08/06 16:12:10","03/08/06 16:12:10","fishec50","fishec50"
984,"Adam and Ian at Honeysuckle Cottage",,"03/10/06 11:22:28","03/10/06 11:22:28","fishec50","fishec50"
986,"Sale of The Dower House","Also see: Sale of the Bull and Sale of Grey Gables","03/10/06 14:07:00","03/10/06 14:07:27","fishec50","fishec50"
987,"Off Road",,"03/13/06 14:18:20","03/13/06 14:18:20","fishec50","fishec50"
988,"Brian v Jack Roberts",,"03/14/06 10:59:04","03/14/06 10:59:04","fishec50","fishec50"
989,"Mike and Haydn’s partnership",,"03/14/06 11:50:29","03/14/06 12:04:15","fishec50","fishec50"
990,"Mike the union man",,"03/14/06 12:17:55","03/14/06 12:17:55","fishec50","fishec50"
991,"Calf Export Trade",,"03/14/06 15:26:47","03/14/06 15:26:47","fishec50","fishec50"
992,"Bridleways",,"03/29/06 15:57:39","03/29/06 15:57:39","fishec50","fishec50"
994,"Soap box derby","The 2006 Lent Appeal fund raising for motor bikes for vicars in Malawi.
For the Shula and Alistair story also see - Poker Alistair's gambling","03/29/06 16:44:04","04/21/06 16:44:33","fishec50","fishec50"
995,"Fostering Carly","Carly forms a romantic friendship with Christopher Carter","03/29/06 17:02:23","05/22/06 14:58:15","fishec50","fishec50"
998,"Art Centre in Ambridge",,"04/04/06 11:22:59","04/04/06 11:22:59","fishec50","fishec50"
999,"Debbie works for Borchester Land",,"04/05/06 16:16:09","10/06/06 15:44:08","fishec50","fishec50"
1000,"Muntjac deer",,"04/06/06 10:40:48","04/06/06 10:42:15","fishec50","fishec50"
1002,"Bishop Cyril retiring",,"04/07/06 17:07:18","04/07/06 17:07:18","fishec50","fishec50"
1003,"Oliver's Dairy","See: Ed's missing and Ed's return and recovery
The Grange Farm herd is 35 about cows

Also see storyline T.B at Grenge Farm","04/13/06 14:11:41","09/17/08 17:19:28","fishec50","fishec50"
1004,"Production - Fallon's oral history show","Title of the play - ""The Am and Perch""","04/21/06 16:18:39","07/20/06 11:26:54","fishec50","fishec50"
1005,"Church ivy",,"04/24/06 12:16:56","04/24/06 12:17:17","fishec50","fishec50"
1006,"Tony and Mary",,"04/25/06 14:11:44","04/25/06 14:11:44","fishec50","fishec50"
1007,"Caroline's Scottish trip",,"04/27/06 10:16:01","06/27/12 15:12:22","fishec50","fishec50"
1008,"David's shoulder",,"04/27/06 15:23:18","05/24/06 16:17:10","fishec50","fishec50"
1009,"Mark and Sarah Locke",,"05/08/06 11:23:08","05/08/06 11:23:09","fishec50","fishec50"
1010,"Lynda and Robert",,"05/22/06 17:12:50","05/22/06 17:14:28","fishec50","fishec50"
1011,"W.R.V.S.",,"05/25/06 11:34:15","05/25/06 11:34:15","fishec50","fishec50"
1012,"Sale of Ambridge Hall",,"05/25/06 11:58:19","05/25/06 11:58:19","fishec50","fishec50"
1013,"Cattle grids",,"05/25/06 12:36:54","05/25/06 12:36:54","fishec50","fishec50"
1014,"Bridge Farm Kitchen",,"05/31/06 12:04:19","05/31/06 12:04:19","fishec50","fishec50"
1015,"Whistling Gnome",,"06/05/06 15:01:22","06/05/06 15:01:22","fishec50","fishec50"
1016,"Lilian at The Bull","See Matt and Annabelle for when Lilian moved into The Bull in 2008","06/05/06 16:44:12","04/24/08 11:31:22","fishec50","fishec50"
1017,"Ruth and Sam","See David and Sophie","06/06/06 15:29:38","12/04/06 15:48:38","fishec50","fishec50"
1018,"Gypsies",,"06/14/06 17:28:57","06/14/06 17:28:57","fishec50","fishec50"
1019,"Ed's missing","Also see Ed's return and recovery","06/16/06 12:25:09","09/08/06 12:50:10","fishec50","fishec50"
1020,"Meals on Wheels",,"06/19/06 16:46:02","06/19/06 16:46:02","fishec50","fishec50"
1021,"Manor Court Wine",,"06/27/06 11:52:38","06/27/06 11:52:38","fishec50","fishec50"
1022,"Ambridge Hall of Fame",,"06/27/06 11:55:34","06/27/06 11:55:34","fishec50","fishec50"
1023,"Betty's Goats",,"06/27/06 12:05:39","06/27/06 12:05:39","fishec50","fishec50"
1024,"Rose Cottage Renovation",,"06/27/06 16:31:03","06/27/06 16:31:03","fishec50","fishec50"
1026,"Filmmaking",,"06/28/06 12:39:33","06/28/06 12:39:33","fishec50","fishec50"
1027,"Adam's childhood",,"06/29/06 16:58:41","01/22/10 17:28:13","fishec50","fishec50"
1028,"Shula at Rodways",,"06/30/06 10:29:39","06/30/06 10:29:39","fishec50","fishec50"
1029,"David and Michele",,"06/30/06 17:34:36","06/30/06 17:34:36","fishec50","fishec50"
1030,"Mediaeval Banquet",,"07/12/06 11:21:35","07/12/06 11:21:35","fishec50","fishec50"
1031,"Chelsea Flower Show",,"07/12/06 12:34:13","07/12/06 12:34:13","fishec50","fishec50"
1032,"Nelson's Antiques",,"07/14/06 12:33:11","07/14/06 12:33:12","fishec50","fishec50"
1033,"Madds the visit the baby",,"07/19/06 15:34:37","07/19/06 15:34:37","fishec50","fishec50"
1034,"Scouts",,"07/20/06 17:09:12","07/20/06 17:09:12","fishec50","fishec50"
1035,"Neil's Apprenticeship",,"07/20/06 17:34:59","07/20/06 17:34:59","fishec50","fishec50"
1037,"Clarrie and Mike",,"07/26/06 12:08:47","07/26/06 12:08:47","fishec50","fishec50"
1038,"Oliver and Caroline get married",,"07/26/06 12:29:45","07/26/06 12:29:45","fishec50","fishec50"
1040,"Young Conservatives",,"08/22/06 14:26:00","08/22/06 14:26:00","fishec50","fishec50"
1041,"Hangliding",,"08/22/06 14:49:05","08/22/06 14:51:12","fishec50","fishec50"
1042,"Mark and Jackie",,"08/22/06 14:58:56","08/23/06 10:28:07","fishec50","fishec50"
1043,"Lilian at The Dower House",,"08/25/06 12:43:56","08/25/06 12:43:56","fishec50","fishec50"
1044,"Death of Charlie the dog",,"08/25/06 14:40:01","08/25/06 14:40:01","fishec50","fishec50"
1045,"Titcombe and Mrs Pugsley",,"08/25/06 15:33:45","08/25/06 15:34:18","fishec50","fishec50"
1046,"Adam in Africa","Note on cards refers to sometime in November 1991: 

""Since October 1990 Adam has been travelling in Africa. First Nairobi/Kenya then tramped through Senegal and Tanzania with people he met on his travels. Adam has become interested in agriculture in the third world. He has kept in touch with Jennifer and Brian via the odd card and phone call. Surprisingly he has also maintained contact with Roger Travers Macy  - whom he thinks of as his father.""","09/06/06 16:38:16","12/09/09 15:01:39","fishec50","fishec50"
1047,"Rupert Pargetter",,"09/06/06 16:45:22","05/03/07 17:08:24","fishec50","fishec50"
1048,"Ed's return and recovery","Also see Ed's missing","09/07/06 11:34:19","09/08/06 12:50:00","fishec50","fishec50"
1049,"Tree House",,"09/07/06 15:22:14","09/07/06 15:22:14","fishec50","fishec50"
1050,"Helen and Ross",,"09/12/06 15:14:08","09/12/06 15:14:08","fishec50","fishec50"
1052,"Hayley's Fertility Problems",,"09/28/06 16:21:26","01/05/07 19:35:02","fishec50","fishec50"
1053,"Alice's 18th",,"10/06/06 14:44:30","01/22/10 17:27:26","fishec50","fishec50"
1054,"Home Farm and Estate Land","Home farm lost the contract in 2001 see Home Farm money worries","10/06/06 15:27:19","10/06/06 15:28:58","fishec50","fishec50"
1055,"Church fundraising",,"10/11/06 15:37:12","10/11/06 15:37:12","fishec50","fishec50"
1056,"Production - panto 2006 Snow White","A Lynda Snell production.
Snow White: Alice
The Prince: Fallon
The dwarves are in height order - David is Lofty (replaced by Joe), Joe is Lanky (replaced by Bert), Kenton as Average, Edgar Titcombe as Shorty, Christopher as Teeny, Jazzer as Weeny and Daniel as Titch.
The wicked stepmother: Jill
Vioce of the Mirror: Lilian
Huntsman: Alistair
Venetia one of the ladies of the court
SM: Neil
Music: Valda
Caroline: costume
Brian:cueing light and sound and prompt.
Make-up: Toya","10/12/06 11:07:38","01/17/11 14:56:41","fishec50","fishec50"
1057,"Clarrie and Eddie's Silver wedding anniversary",,"10/25/06 16:13:57","01/05/07 17:59:26","fishec50","fishec50"
1058,"Jazzer The Milkman","Also see Harry the milkman 
Mike's milk round","11/16/06 16:46:06","09/06/10 11:19:06","fishec50","fishec50"
1059,"Bumble Bees",,"11/17/06 14:50:24","11/17/06 14:50:24","fishec50","fishec50"
1060,"Laura and Freddie",,"11/29/06 11:08:10","11/29/06 11:08:10","fishec50","fishec50"
1061,"Fire at Blossom Hill Cottage",,"12/08/06 16:19:15","12/08/06 16:19:15","fishec50","fishec50"
1062,"Production - Christmas Revue - 1983","David and Neil: The Rain Song
Clarrie: A poem called Cooking
Caroline, Shula and Clarrie: Sketch titled My Husband
Children’s Choir: Holly and the Ivy, Come all ye Faithfull, with George accompanying on cornet.
Tom Forrest: Traditional folk songs; On my way to Banbury.
Walter: Miss Pym and the Mistletoe

Eddie assumes that he and his friends are singing a song at the revue but Peggy Archer doesn’t want him to be involved","12/08/06 16:22:04","07/20/11 17:13:23","fishec50","fishec50"
1063,"Jack's accident"," Jack was in the habit of taking his, much loved dog Captain, for a mile and a half walk every day. One afternoon, in March, their walk had been delayed because Nigel was trying to sell Jack a swimming pool. A bored Captain decided to climb out of the large window in Jack’s office and onto the flat roof, above the kitchen.  Jack worried that the dog might slip; scramble out after him, followed by Nigel, intent on rescuing Jack. 
In the kafuffle, Jack slipped and fell, Captain was about to pursue his master, when Nigel managed to grab him. Jack landed on a flowerbed, nevertheless he lost consciousness. Nigel called the ambulance and Jack was taken to hospital.  It was over 24 hours before he came too. Jack had suffered a hairline fracture of the skull.  The next day Jack was still a little non-compos mentis and rambling about someone called Ginger. It turned out Ginger was a dog he had when he was about 12 and in his confusion he had muddled the two dogs. By the beginning of April Jack was back home at Grey Gables, worryingly his memory still had a few blanks. To cheer him up Laura gave him a jar of rosehip jelly and Peggy sent him flowers as did Caroline. However Caroline pretended that her flowers had been sent by Hazel. In fact his daughter hadn’t even bothered to send a card.","12/08/06 16:59:09","12/11/06 11:52:16","fishec50","fishec50"
1064,"Jill left Phil",,"12/19/06 11:59:31","12/19/06 12:15:05","fishec50","fishec50"
1065,"Adam and Ian's Wedding",,"01/05/07 16:28:20","01/22/10 17:28:18","fishec50","fishec50"
1066,"Robert the odd job man",,"01/05/07 18:01:44","01/05/07 18:01:44","fishec50","fishec50"
1067,"David and Ruth's Marriage","See David and Sophie and Ruth and Sam","01/05/07 19:15:47","01/11/07 11:29:38","fishec50","fishec50"
1068,"Phil and Jill",,"01/10/07 09:50:30","01/10/07 09:50:30","fishec50","fishec50"
1069,"Vandalism",,"01/10/07 11:43:40","01/10/07 11:43:40","fishec50","fishec50"
1070,"Church Repairs",,"01/11/07 11:28:34","01/11/07 11:28:34","fishec50","fishec50"
1071,"Helen gets depressed",,"01/18/07 15:06:38","01/18/07 15:06:38","fishec50","fishec50"
1073,"Brookfield the Next Generation",,"01/29/07 11:41:04","08/08/11 14:22:09","fishec50","fishec50"
1074,"Christopher's love life",,"01/30/07 16:50:02","01/30/07 16:50:02","fishec50","fishec50"
1075,"Emma's cleaning jobs",,"02/02/07 15:42:33","02/28/07 15:04:50","fishec50","fishec50"
1076,"Death of Sir Sidney Goodman",,"02/21/07 15:49:19","02/21/07 15:49:19","fishec50","fishec50"
1077,"Lower Loxley gift shop","They sell: pencil sharpeners, models of Lower Loxley, collectibles, food items, cards and clothing including jumpers.","02/26/07 15:42:31","03/22/07 14:38:55","fishec50","fishec50"
1078,"Bert and Freda",,"02/27/07 11:24:42","02/27/07 11:24:43","fishec50","fishec50"
1079,"Gardenfun",,"02/27/07 11:33:54","02/27/07 11:33:54","fishec50","fishec50"
1080,"Middle White Pigs",,"02/27/07 11:37:09","02/27/07 11:37:09","fishec50","fishec50"
