,,,"It is explained to Marieke that everything is good, that they have found Mathieuês true family.  Marieke forcibly says that these people are imposters.  She knew the parents of the child _ which is news to Dorothea and Isabel _ and that these people are trying to take Mathieu under false pretences.  Why, they are not even from Louvain, not with those accents.  They are trying to take advantage of Dorothea and the noticeboard for their own wicked purposes.",
,,,"Despite MAdame Drouetês protests, Marieke grabs Mathieu and hurries him out of the room.  MAdame Drouet collapses into floods of tears.  Dorothea tells Isabel to take MAdame Drouet into Ralphês office to calm her while she interviews Monsieur Drouet.  They will deal with Marieke later.",
,5,"The Harbour Station, 7pm","NORMAN turns up with instructions to arrest Lord Alfred Douglas on a charge of criminal libel.  He asks if Lord Alfred will behave or must he put him in handcuffs?  Lord Alfred scoffs at Norman _ could they not have sent a detective?  And of course he will behave, he is an English gentleman.   ","(Norman, Albert, Lord Alfred Douglas)"
,,,"Norman tells Lord Alfred that a Scotland Yard detective is, at this very moment, en route from London by car.  He will take charge of the case on his arrival and Lord Alfred will be driven to the Savoy in London that very evening.  So will he please step away from the train and allow Albert to blow the whistle?",
,,,"With a bad grace, Lord Alfred does so.  Albert finally lets the London train leave.  Norman is to accompany Lord Alfred to the Grand until the Scotland Yard detective turns up.",
,,,"Lord Alfred, determined to make as much fuss as he can, asks Norman and Albert if they know whom he is accused of libelling.  They have no knowledge (or, frankly, interest) but Lord Alfred declares that he intends to prove his case in court.  Robert Ross is a notorious and filthy sodomite, a former friend and familiar of Oscar Wilde, the degenerate who tried to ruin his life.  Norman leads Lord Alfred away as he declares that he will not rest until this pariah is shown up for what he is.",
,6,"The Vicarage, 7.15pm","Marieke is called back into the parlour by Dorothea and Isabel.  The Drouets have gone.  In the end, Monsieur Drouet admitted that the child was not theirs.  Their own son died during their escape from Antwerp and MAdame Drouet is so distraught that her husband thought it would help her to have a surrogate to give her love and devotion to.","(Dorothea, Marieke, Isabel)"
,,,"He may, of course, be right _ and it would be no bad thing for Mathieu to be brought up in a prosperous, loving home with two parents who will give him an education and care for him.  ",
,,,"Marieke strongly protests that Mathieu should stay with her.  Isabel gently suggests that Marieke cannot offer him the same advantages and that having a child in tow will make her own life more difficult.  Marieke doesnêt care.  She says the real parents were friends of her cousins and she cannot, in all conscience, allow the child to be taken away until she knows whether his parents are living.",
,,,"Dorothea accepts that Mathieu should stay where he is for the time being.  It would have been a different matter if the Drouets had been honest from the start.  As they lied and tried to mislead them, it is out of the question.  No more will be said about the matter.",
,,,"Marieke goes, grateful, having been warned that, despite her recent traumatic experiences, she now has paid employment in the household and should behave accordingly.",
,,,"Dorothea tells Isabel that she has taken to playing with Mathieu whenever she has a spare few minutes.   She is quite charmed by the child.  In the proper order of things, Mathieu should have a nursemaid but with everything so topsy turvy—  Mathieu will be looked after by Esme, Cook and Marieke during the day.",
,,,Dorothea invites Isabel to stay for supper.  Ralph will soon be home.  Isabel makes and excuse and leaves.,
,7,"The pub, 8.15pm","Norman arrives for a pint after work, finding Albert.  Both men are weary after their long shifts dealing with impossible people.    Norman and Albert both know that all the young Stone family has signed up _ though because so many people have volunteered (September 3rd being the day, historically, when 30,000 men signed up) they have had their entry deferred.   They will all go to the Front, but not quite yet. Neither makes a comment about it but in both stoical men is a sense that things will get worse before they get better.","(Norman, Albert)"
,,,"Albert asks about Lord Alfred Douglas.  When Norman explains who he is, Albert remembers thinks itês a bit much for him to go round calling people perverts after what came out about him during the trial of Oscar Wilde.  Norman and Albert agree that the upper classes are a law unto themselves.",
(September 5th),Friday ,,,
,1,"The Vicarage, 7.30am",DOROTHEA is playing with Matthieu as RALPH comes in for breakfast.  Ralph is surprised at her tenderness _ and how easily she takes to laughter and childsê play.  It makes him feel guilty.,"(Dorothea, Ralph)"
,,,"They talk about it over breakfast.  When she agrees that Mathieu is bringing her great pleasure, Ralph asks if she might think about them having a child of their own one day.  Dorothea freezes up.  Ralph goes on awkwardly that, of course, he would not wish to force her to do anything _ anything! _ against her will but that he is prepared to do anything he can to help her to overcome her distaste for the physical aspect of married life.",
,,,Matthieu sneezes.  It gives Dorothea an opportunity to escape.  She sweeps Matthieu up in her arms and carries him out of the room.  She must tell Marieke to give him some cod liver oil.  She is afraid he is getting a cold.,
,2,"The Wilson House, 8.45am","FLORRIE asks ADAM what he is up to today.  It had better not be any more good deeds.  Twice she had to boil that washing to get the colour out and even so Mrs Hilliard looked down her nose at it.  She blames Jessie _ sheês a wild young thing, that one.  ALBERT urges her to go easy on the lad _ he was only trying to help.","(Adam, Florrie, Albert)"
,,,"Adam says he thought heêd go down to the Harbour to watch the Belgians come in but Albert tells him to think again.  The Harbour is being closed to the public today, and for the foreseeable future.  Adam thinks that isnêt fair _ he likes watching the Belgians and the wounded heroes.  Albert turns on him, surprisingly fierce.  Watching wounded men is no place for a boy of nine, thank you very much.  This is exactly why the Harbour is being closed _ so people donêt see things they wish they hadnêt.",
,,,"Florrie tactfully suggests that Adam should either read a book or go and volunteer at St Judeês.  When he has gone, she tells Albert not to scare the child.  Albert is still dismissive and rather bad tempered.",
,3,"Moore Bread, 9.15 am","JESSIE canêt come out, she is having to mind the shop.  Ernie is getting the next batch of bread out and Hilda has had the galloping squits all night and canêt serve.  Adam offers to help but Jessie says her Dad wouldnêt like it.","(Adam, Jessie)"
,,,"As Jessie serves, Adam sees _LacesÓ standing outside the shop window, staring in at them.  Adam still thinks there is something odd about him but Jessie is utterly convinced _LacesÓ is just a sad man.",
,,,"Adam suggests that maybe heês sad because he is hungry.  He thinks it might cheer him up a bit if Adam buys him a cake.  Jessie, rather superior, retorts that thatês silly.  She is in charge of the shop in her fatherês absence and cakes are in her gift.  Adam can keep his money.  Now, what sort of cake do they think heêd like?  A cream horn?  A Banbury?  A doughnut?",
,4,"The Vicarage, 9.15am","HILLARY arrives to see Dorothea, bearing the first edition of Le Franco-Belge, straight off the press.   Dorothea is delighted with it and Hillary says that she should be.  She has done the town great service in the last few weeks and he is going to speak to Gabriel about it to make sure that she is acknowledged.  Dorothea asks him not to.  She has not done anything out of the ordinary or beyond the call of duty.","(Dorothea, Hillary)"
,,,"They talk about how busy they have all been.  Hillary ruefully reveals that he has been given white feathers on three separate occasions this week.  Dorothea sympathises.  _Was it Mrs Gibbons?Ó she asks.  They share a smile.  She asks how he handles it.  Gabriel says he has taken to handing the feather back, very politely but very firmly.  Dorothea suggests that it would be useful if there were some outward sign for men involved in war work.  An armband, perhaps, or a lapel badge.  Hillary thinks this is an excellent idea and says he will float it with Gabriel.  ",
,,,"On which subject, Hillary tactfully asks if she could spare Isabel a little more.  Gabriel does rely on her so and he is heavily involved with arranging the Regatta next week.  Dorothea says that Isabel is a wonderful girl and an exemplary Sunday School teacher.  Though Dorothea is perfectly happy for Isabel to do less at St Judeês, he might do better speaking directly to Isabel.  She does, after all, spend much of what little spare time she has down at the Husband Memorial Hall helping to register the refugees. ",
,,,"They both grow thoughtful as they discuss their hectic schedules.  Dorothea has a sense that the first flush of excitement is passing, that they must now think of their new lives as the way things are going to be for the foreseeable future.  Hillary urges her not to be downhearted but when Dorothea asks him point blank if he really believes the war will be over by Christmas, Hillary cannot answer.  Which is an answer in itself.",
,5,"Jessieês shop, 9.30am","Adam gives _LacesÓ a Bakewell tart.  Henri, surprised, nods his thanks.  It is Adamês turn to be surprised when Henri starts to deconstruct the cake, examining all the elements of it very closely.   He runs back inside to draw Jessieês attention to it _ but she is serving.","(Jessie, Adam, Ralph)"
,,,"For Jessieês benefit, Adam gives a running commentary on Henriês forensic investigation of the cake.  At first, Adam thinks he is being very rude _  Henri is acting as though he thinks he is being poisoned.  Jessie looks out between customers.  ",
,,,"She recognises Henriês behaviour.  Itês like her father when he is checking the quality of the produce.   The crumbliness of the pastry, the consistency of the cake, the sweetness of the icing.   Maybe Henri has a professional interest in cakes.  Maybe he is a cake expert.  ",
,,,"Adam says heêd like to be a cake expert. In schoolboy French, Adam and Jessie invite Henri into the shop.  But Henri just turns and scuttles away.",
,,,"Before Adam can follow, he hears his name being called.  Ralph is coming down the hill.  He asks if he can buy Adam an ice cream.  He wants to have a word with him.",
,6,"The Seafront, 10am","Adam is enjoying his ice cream but he is not enjoying the company very much.  He is sullen and angry with Ralph, whose attempts at conversation are forced and over hearty.","(Adam, Ralph)"
,,,"Eventually, Ralph says he needs to speak to Adam man to man, the way he would speak to another adult.  Is Adam prepared for that?  Adam thinks he is in some kind of trouble _ perhaps because he didnêt obey Florrieês injunction to volunteer at St Judeês today _ but Ralph assures him that he is not.",
,,,"Awkwardly, Ralph apologises to Adam. Adam didnêt remember wrongly. Ralph did kiss Miss Graham at the picnic.  He tells Adam that now he is in a mess and doesnêt know what to do. He would be grateful if Adam said nothing.  ",
,,,Adam says he wonêt tell anyone unless he is asked.  But he wonêt lie for Ralph _ heês in enough trouble with God. Ralph asks what he means but Adam wonêt elaborate.  ,
,,,Adam asks if kissing is very nice.  Is that why everyone seems to want to do it all the time?  Both his sisters are mad on it and he has even caught his mother and father doing it once or twice.  He doesnêt mean kissing like you kiss your mother or your aunt.  He means kissing the other way.,
,,,"Ralph tells Adam that kissing can be very nice indeed, but it is best kept for a sweetheart or a wife.  Adam asks more _ was kissing Miss Graham nice?  Ralph admits that it was the best kiss of his life. _Better than kissing your wife?Ó asks Adam.  Ralph changes the subject.  They part on good terms, with Adam feeling rather grown up.",
,7,"The Wilson House, 8pm","Florrie is sewing as Albert reads his newspaper.  The war news has been a bit better this week, but the paper has reported that two Folkestone lads have been injured at Heligoland Bight.  Makes you think, doesnêt it?","(Albert, Florrie)"
,,,"Florrie speculates on how many Folkestone boys will have to go to war.  Will Adam, when heês older?  If the war were to go on.  She canêt bear to think of that.  Albert grunts.  ",
,,,"Florrie quietly tells him that she thinks she might leave the White Feather Society.  As she voices the thought, it becomes a decision.  Yes, that would definitely be for the best.",
,,,,
,,,,
8TH SEPTEMBER,MONDAY ,,SINK OR SWIM,
,SCENE 1,EXT.  STREET. AM.,"On their way to school Adam tells Jessie that having thought about it, the best good deed they can do would be to find and catch spies. Jessie is getting a bit bored with trying to do good deeds but he manages to reignite her interest when he tells her that heês sure thereês a spy working from the hilltop. Heês seen lights at night flashing, and in different sequences. He would be surprised if the Germanês werenêt plotting to come over and wreak the Regatta and steal all the boats. Jessie suggests they go and investigate. He says that theyêll have to wait until it gets dark, as thereês nothing to see in the daylight.  Their planning is interrupted by the sound of a blood-curling scream from the cemetery. They run towards the sound, Adam recognising it as coming from his sister, Esme. ","Adam, Jessie, Norman (Esme)"
,,,"When they get there they find PC Stone who confirms it was Esme. Sheêd just had a bit of a shock. She's back in the vicarage now having a nice sugary cup of tea. Itês nothing for the youngsters to worry about. They should go or theyêll be late for school. Jessie is sceptical, it sounded as though she was being murdered. But Adam is happy enough to believe this. Instead of pursuing it further he tells PC Stone about his belief that a spy is signalling from the hill. Itês PC Stoneês to turn sceptical. He says heês got a lot on his plate. He canêt keep going off on wild goose chases thought up by children with over active imaginations. If he has time heêll look into it but he canêt promise.",
,,,"When theyêre alone again Jessie questions Adam on his blas_ attitude to Esmeês screaming. He explains to Jessie that was exactly same noise Esme made when - thinking she would make them come back thicker - she cut all her eyelashes off. Then, on being told that they would never grow back she screamed the place down. Girls! What can you do? Jessie assures him that she will never be like that.",
,,,(What in fact Esme did see was a dead baby left on a gravestone but we donêt find this out until next Ep),
,2,INT. GRAHAM DRAWING ROOM. AM.,"Gabriel having been wound up by Hillary is determined that the Regatta should be a success but Isabel, wrapped up with thoughts of Ralph seems more concerned about their piano, which is out of tune. He instructs her to get in touch Blind Ned, the piano tuner and get him to come and tune it. PC Stone comes ask for a quiet word with Gabriel and Isabel excuses herself. Stone tells Gabriel that his son, Frank, has been arrested and is due to appear in court tomorrow when Gabriel is the JP on duty and Stone asks Gabriel if he will be a lenient as possible in the circumstances, Frank is the youngest son, has a stutter, and his mother doesnêt know yet about the arrest - it would break her heart. Gabriel gives him short shrift. (Gabriel might be a bit of a tyrant where his daughter is concerned but he is not corrupt and will not be bribed or compromise his integrity)","Gabriel, Isabel< Norman"
,3,EXT. STREET. AM.,As sheês about to knock on Blind Nedês door Isabel meets Ralph coming out of the house. Their exchange is uncomfortable and stilted. Ralph warns her that Blind Ned is in a bad mood because heês completely over-worked. Everyone wants their piano tuned now that the order prohibiting liquor on licensed premises after nine oêclock has been passed. People donêt know what to do with themselves in the evening now. Isabel thanks him for the warning and is about to go in when he awkwardly asks her if she will stay away from the Regatta. Heês supposed to be making a speech/saying a prayer and he doesnêt think he can do it if he knows sheês there. She agrees not to attend.,"Isabel, Ralph, "
,SCENE 4. ,EXT. STREET. DUSK.,Adam and Jessie have snuck out after tea to go up to the allotments. Sure enough the lights have started flashing. They are convinced that PC Stone wonêt bother to check and so they must do it but both of them are now scared. However neither will betray their real feelings and hope the other will back out first.,"Adam, Jessie"
,SCENE 5. ,INT. GRAHAMêS. DUSK,Gabriel is furious with Isabel when she comes in. Where has she been all day? She says walking on the beech thinking. He says he knew it was a mistake letting her go to university - thinking women are no good to anyone! He has got a full day tomorrow. Heês in Court and the session will probably overlap with the start of the Regatta. Heês worried that Hillary will usurp his status at the Regatta if heês not there at the start. Then she has to break the news to him that she wonêt be coming to the Regatta. She says she has a cold coming on. He is beside himself claiming sheês brought it on herself deliberately by being out all day.,"Gabriel, Isabel"
,SCENE 6. ,EXT. HILL/ALLOTMENTS. NIGHT.,"After a few buttock-clenching moments Adam and Jessie discover that the Çsignalling systemê is bits of broken mirror tied to string on sticks intended to keep the birds away from one of the allotments. (Reflecting the light of the moon they do look like signals.) The childrenês relief at the realisation however is punctured when they see something moving in the shed. It turns out to be Dieter. He is delighted itês them asks after Kitty, thinks he should find another hiding place. There are so many now unused boats in the harbour he was thinking of one of them. Adam and Jessie say that would be more dangerous. He must at least wait until the Regatta is over. Adam gives him the ten-shilling note. ","Adam, Jessie, Dieter"
,,,Dieter hugs him and says one day heêll pay him back ten times over. Adam urges Dieter to get away from Folkestone. Dieter says he thinks he will have to but he doesnêt want to go without seeing Kitty to say good-bye. (He takes a button off his coat and gives it to Adam to give to Kitty as a token of this promise)  ,
,,,Suddenly PC Stone is flashing his torch everywhere and shouting to for them to come quietly - the game is up. Jessie and Adam hiss to Dieter to get under an old blanket and they come out of the shed with their hands up. The two children show PC Stone the Çsignalling systemê. He is impressed. He says heêll instruct the owner to take it down in the morning. They should both go home while he checks the shed.,
,,,Adam reassures him that they in fact checked the shed but Stone insists the task needs the skill of an experienced policemen. Jessie suddenly pretends to be scared to go home on her own and Stone agrees to escort them back and explain to their mums that they were doing their patriotic duty.,
,,,Jessie also tells him that there was another thing she saw today and she saw it last week last week as well. Someone waving flags on the church roof in a coded system. PC Stone agrees to investigate. But she tells him heêll have to be patient. It doesnêt happen every day.,
,,,"As they go down the hill in front of PC Stone and out of his earshot Adam asks Jessie what was she doing staring up at the church roof for? She says she often does, to look at the sky above it, to see if she can see Sam in heaven.",
9TH SEPTEMBER,TUESDAY ,,,
,SCENE 1. ,INT. WILSON HOUSEHOLD. AM,"Adam tells Kitty about seeing Dieter and how he helped distract PC Stone from finding him. He tells her that Dieter swore he wouldnêt leave Folkestone without finding a way to say goodbye to Kitty and he gives her the button Dieter gave him as a love token. Kitty is delighted and hugs Adam but says not to mention it to anyone else. Adam swears not to. Florrie comes in and commends Adam for his bravery last night. PC Stone told her that Adam was a credit to her and the family. Adam goes feeling in a much better mood, his guilt lifted because of all his good deeds.","Adam, Kitty, Florrie, "
,,,When Kitty and Florrie are alone the mood changes. Florrie warns Kitty that if she has a baby and isnêt married she will be anything but a credit to the family. Florrie says think of the poor girl whose dead baby Esme found in the cemetery. Kitty says but wasnêt it stillborn?,
,,,"Whether it was stillborn or not, nobody abandons a babyês body in a cemetery unless they are deeply ashamed and donêt want anyone to know who the mother is. ",
,,,"She goes on to beg Kitty not to bring shame on the whole family. Kitty buoyed up by Adamês news confidently tells Florrie that she and Dieter will be married by Christmas. But Florrie is still concerned because even if that does happen Dieter is a German. Kitty doesnêt care. They love each other and thatês all that matters.  Florrie, knowing that any father is better than none, agrees to put their differences behind them and go and enjoy the regatta.",
,2,INT. MAGISTRATES COURT. AM.,"Gabriel Graham is now in his role as JP and chairman of the bench. All rise. His first case is that of the ÇDover Humbugê charged with begging and drunkenness on the Dover Road. Despite his claims that he was collecting for the relief fund, he is sentenced to 10s fine or hard labour. The Dover Humbug asks if it can be reduced to 9s and 3d, as that is all he collected. Gabriel agrees. Case dismissed. Next case is that of Frank Stone accused of tricking a greengrocerês assistant by paying for a cucumber with a gilded shilling which he tried to pass off as a sovereign.","Gabriel, Dover Humbug, Frank (?)"
,3,EXT. REGATTA. PM,"Start of the Regatta. Thereês a band playing and a very large crowd. They cover the pier and all the space on the beach.  Thereês a genuine sense of excitement and a real spirit of trying to carry on as normal. Hillary gives welcome address via a megaphone, and asks the Rev Windwood to ask God to bless the proceedings. Kitty is scouring the crowd for any sign of Dieter but Sidney and Lillian wave to Kitty and beckon her over. She has to go and help with the photos. Florrie moans that sheêll be on her own cos it looks like the Winwoods havenêt let Esme have the afternoon off.","Hillary, Kitty, Florrie"
,4,EXT. STREET/ REGATTA. PM.,"As they walk back from court, Frank and Norman hear the noise from the Regatta. Norman tells Frank heês lucky his court appearance coincided with the Regatta. Itês obvious that Gabriel wanted to get back for it. Thatês why he let Frank off so lightly - bound to be of good behaviour for six months with his father acting as surety. Norman warns that Frankês mother must never get wind of this. Sheêd go bananas. ÇLuck, luck, luckily I was only try, try, trying to buy a cucumberê jokes the stuttering Frank. But for Norman itês no laughing matter. What on earth did Frank think he was doing? Frank explains he wanted to ask the greengrocerês assistant to walk out with him but he didnêt have any money so— The trouble is because of what he did she wonêt have anything to do with him now. Itês Normanês turn to laugh.","Frank, Norman"
,5,EXT. BEECH. PM,Lillian and Sidney have entrusted Kitty with a camera. She takes a picture of Adam and says she will get it developed for free because he was so kind to Dieter.,"Kitty, Adam"
,6,EXT. REGATTA/HARBOUR. PM.,"Gabriel arrives and much to his chagrin sees Hillary in charge of everything. After heês started the main race, Gabriel manages to get the megaphone off him and he provides a running commentary until two boats collide and then capsize after negotiating the first buoy. Gabrielês commentary then starts to become panicky.  Hillary takes the megaphone back and then hints that maybe Gabriel has too many commitments and perhaps the ballast that could be chucked from the balloon is his work for the council. He is interrupted with by screams from the on lookers. One of the oarsmen hasnêt resurfaced. Florrie and Kitty are concerned cos they know itês Jerry whoês sweet on Esme and he canêt swim. Frank runs to the end of the pier and without hesitation jumps in and pulls his brother to safety. Florrie says to Norman that she didnêt think Fisherman learnt to swim because they were superstitious. Norman says Frank learnt to try and compensate for his stutter.","Gabriel, Hillary, Florrie, Kitty, Norman"
,,,Frank becomes the hero of the hour.,
,,,And the girl from the greengrocers shop has changed her mind and says she will now go out with him.,
,,,And she has her photo taken with him by Kitty for the local paper.,
10TH SEPTEMBER,WEDNESDAY ,,WATERY GRAVE?,
,SCENE 1. ,INT. VICARAGE. NIGHT.,Marieke wakes Dorothea and Ralph up.  Something is wrong with Mathieu. It is significantly worrying for Ralph to pull on his clothes over his pyjamas and go to fetch the doctor.,"Marieke, Dorothea, Ralph"
,SCENE 2. ,EXT. STREET. NIGHT.,"Norman and Frank go back to the harbour. Jerry had secured a charm in his boat that Esme gave him for good luck and despite the fact that it wasnêt lucky because the boat capsized and the likelihood is that it is no longer there but at the bottom of the sea, he so desperately wants it back that he wanted to go out and look for it but has been forbidden by Mrs Stone in case he gets pneumonia. So Frank and Norman have volunteered.","Norman, Frank, "
,SCENE 3. ,INT. VICARAGE. NIGHT.,"Mathieu seems to be very distressed and, more worryingly notes Marieke, heês so weak he doesnêt even cry. Dorothea instructs her to fill a bowl of lukewarm water so they can sponge him down. Marieke is worried that it will mean he will catch a chill but Dorothea says heês burning hot and it will help bring his temperature down.","Marieke, Dorothea"
,SCENE 4. ,EXT. HARBOUR. NIGHT.,Norman and Frank are on Jerryês rowboat in the harbour trying to find the charm with the help of their flashlights.  They notice something moving underneath the tarpaulin covering of another boat. They challenge who ever it is to come out with his hands up. Itês Dieter. A chase ensues from boat to boat with the Stone men desperately trying to get Dieter to give himself up. He wonêt and he jumps from boat to boat managing to evade them. When cornered he jumps to the harbour wall and tries to climb up it. They beg him to try and hold on they will rescue him but at that moment a huge wave comes and washes him off and out to sea. Norman and Frank try with the flashlights to locate him but without success. Frank wants to go in but Norman holds him back. Dieter fell outside the harbour wall. He wonêt stand a chance. Norman cannot lose Frank this way. He has done his bit for today. As itês not as if Dieter is his brother or even his countryman _ He is in fact the enemy.,"Norman, Frank, Dieter (?)"
,SCENE 5. ,INT. VICARAGE. NIGHT.,"Doctor Mcfee arrives with Ralph and commends Dorothea for doing the right thing. He examines the baby. Says he shouldnêt sleep on his own tonight in his cot but with his mother and if he gets worse they should bring him to his surgery tomorrow. Ralph goes to get the doctor a drop of whisky to keep out the night air before he makes his way home and Dorothea decides as Çneither she nor Mariekeê are Mathieuês mother, that he should sleep in the same bed as Dorothea and she, Dorothea should look after him from now on. Marieke protests that Dorothea has too much work _ what about the Franco-Belge newspaper, what about the parish work—? But Dorothea says that with those chores she is replaceable but she feels sheês now indispensable as far a baby Mathieu is concerned.","Doctor McFee, Ralph, Dorothea, Marieke"
,SCENE 6. ,EXT. STREET. NIGHT.,Frank and Norman Stone meet the Doctor on his way home. They feel they should knock on the Wilsonês door and let them know about Dieter. Dr Mcfee questions this. Isnêt it a bit late? As they say thereês nothing anyone can do now. It can wait until the morning. They say goodnight with the sound of waves crashing against the harbour wall in the background.,"Frank, Norman, Doctor McFee"
11TH SEPTEMBER,THURSDAY ,,THE HUN PUN.,
,SCENE 1. ,INT. THE WILSONêS KITCHEN. AM.,"Florrie, Kitty and Adam are having breakfast. (Esme and Jack have already left for work) There is a cursory knock -nobody locked their back doors then - PC Stone comes in. Florrie flaps around getting him a cup of tea. He says heês sorry but itês not social, heês come on police business and has some unfortunate news. He tells them about Dieter. Kitty refuses to accept it.  PC Stone goes. ","Florrie, Kitty, Adam, Norman"
,SCENE 2.  ,EXT. STREET. AM.,"Jessie is walking to meet Adam when Henri stops her. He has a copy of Franco-Belge in his hand and he shows it to Jessie. Jessie tells him _ itês for him. Itês no good to her. She canêt read it. She can hardly read a boring English paper. Heês pointing to an advert for her parentsê bakery. She thinks he just wants to confirm that he knows her. So she says, Çyes, thatês our bakeryê you remember we got you a cake but you didnêt like it etc. He then gets some money out of his pocket but itês Belgian. Sheês no idea what heês trying to communicate. She says she has to go or sheêll be late for Adam and school.","Jessie, (Henri)"
,3,INT. WILSONêS KITCHEN. AM,"Florrie has to go to collect someoneês washing. Alone Kitty cross-questions Adam about seeing Dieter. Adam tells her how Dieter said he was going to hide in the boats but that Adam dissuaded him until after the Regatta. Kitty fears that in risking coming to say good-bye to her he got himself killed. She faints. Jessie comes in for Adam. She finds Florrieês smelling salts and brings Kitty round.  Adam and Jessie are worried about leaving her alone. Kitty says sheês fine. She simply wonêt accept it. If heês dead thereêll be a body. Until his body is found she has decided not to believe heês dead. Thereês nothing to worry about, she reassures herself out loud. Adam and Jessie go.","Kitty, Adam, Jessie"
,SCENE 4.  ,EXT. STREET. CONT.,"Jessie asks Adam is something the matter with Kitty? He says, ÇYes. She just heard that her Beau has drownê. Jessie asks why are they called beaus? Adam doesnêt know but he says he once looked through a keyhole and he saw Kitty and Dieter with their arms and legs around each other looking like they were tied in knots so maybe thatês what it means - trying to tie yourself in a bow.","Jessie, Adam"
,,,Anyway Jessie didnêt mean that. She meant that Kitty looked quite fat. Adam hasnêt noticed but agrees that Kitty does like The Mooreês iced buns. ,
,,,"I think we will have to call them something else, says Jessie. ",
,,,Why? ,
,,,"Because, she says, people are always talking about those vile buns with their teeth clenched out of the corner of their mouths. ",
,,,"No, they are not he retorts. They love the buns. ",
,,,"Donêt say that, she shouts. You could get sent to prison or maybe even hung for treason!",
,,,What?? ,
,,,"Itês the name the grown-ups have for the Germans _ The Bun. No, he laughs _ itês The Hun, The Huns.",
,,,The Hun? What do you mean the Hun? Itês not even a word. It doesnêt mean anything. What does it mean?,
,,,Adam doesnêt know and does agree it would be better to call them Germs. Like people shorten names i.e. Jess from Jessie. Germans -Germs ,
,,,Sheês now worried that sheês becoming deaf like Laces. She tells Adam about her encounter with him. Adam says he maybe he needs to change his money to pounds shillings and pence. ,
,,,"They must find him and take him to a bank straight away insists Jessie. But Adam is worried about missing school. Jessie says by the time school finishes the banks will be shut. They should play hooky. Adamês anxious about the cane. They wonêt give you the cane, she reassures him. All you need to say is you had one of your turns. After you were stuck by lightening you can get away with anything. But what about you, he says, youêll get the ruler on your hand. She shrugs. Sheês had the ruler before. The worst thing is the humiliation of having it done in front of the class but after the first couple of times it doesnêt bother her. Come on. But she has to call Adam a chicken before he finally agrees to go with her.",
,5,INT. WILSONêS. AM.,"Esme having heard the news about Dieter has been given an hour off by Dorothea to see her sister. Via Esme we catch up on news of the ill baby and she also rattles on about how worried sheêd be if Jerry went missing, he nearly drowned at the Regatta himself. So she knows what Kitty is going through _ sort of. But again Kitty is adamant that Dieter is alive and well somewhere.","Esme, Kitty"
,6,EXT. OUTSIDE BAKERS. LUNCHTIME.,Adam sees Henri outside Bakers shop. Jessie canêt get too close cos she doesnêt want her mum and dad to realise sheês playing hooky. She tells Adam to lure him away which Adam does and they all set off to the bank together but when they get there Henri doesnêt seem to want to change his money. He pats the top of their heads in a gentle gesture but then starts to cry. He shakes his head as if to apologise and wanders off. Norman Stone on the beat sees them and asks why they arenêt in school. Jessie says that they are upset because of Dieter and anyway they are learning from Çthe school of lifeê. Her dad says thatês much more use than sitting behind a desk doing your times tables. Stone says well it doesnêt matter as much for her. Sheêll leave school and have a family but Adam will have to get a job and provide for a family and the more schooling he gets the better paid his job. He tells her that Adam is a clever boy and she mustnêt lead him astray with her silly ideas.,"Adam, Jessie, (Henri), Norman"
,,,Adam apologises and says that they are on their way to school. Kitty coldly reminds PC Stone about the flags.,
,7,EXT. HARBOUR. LUNCHTIME.,Florrie finds Kitty scouring the beech for Dieter or signs of him. Worried Florrie comes to find her and points out that just because there isnêt a body or no one has found a body is no indication that heês alive.,"Florrie, Kitty"
,8,EXT. OUTSIDE CHURCH. LUNCHTIME.,"Adam and Jessie are waiting for the dinner bell so they can slip into the playground with the other children, hopefully unnoticed. They sit on a bench to wait. Adam is looking up at the church. Jessie tells him the flag signalling doesnêt happen everyday. Adam says he was thinking about Sam and what sheês said about seeing him in heaven. He thinks soon they will know more people in heaven than on earth. They wonder if Dieter will go to heaven cos heês German. He will probably have to burn in the fires of hell.  Adam is upset. She tries to comfort him. He says heês not crying, looking up at the sun made his eyes water. Boys donêt cry. She says she knows and itês made her wonder about Laces. She has never seen a man cry. But Laces cries all the time. So maybe, this is her new theory - heês not a man. Maybe heês a woman. Adam thinks sheês mad but she reasons with him. Havenêt their parents told them that these people had to leave their home in what they stood up in? Didnêt they see old ladies just in their nightdresses and slippers getting off boats? Suppose Laces was asleep and jumped out of bed and put on the first things he or she could find i.e. her husbandês clothes and thatês why they think heês a man but whereas he could be a woman in menês clothes.","Adam, Jessie"
,,,This cheers Adam up. Adam laughs at her. Laces is not a woman. How stupid can she be? There is one sure way to tell and theyêve both seen it!  ,
,,,Seen what?? ,
,,,The size of his feet! They are whoppers! ,
,,,"Thatês true she admits. They both start laughing but try to control it when Henri comes back up to them with the newspaper again. They still canêt understand what heês getting at. I know says Jessie letês take him into school and see if the teacher knows, cos she can do deaf and dumb language. Also she wonêt tell them off if they blame being late on Henri. Adam is happy to agree. As they walk into, Adam says to Jessie, ÇLook at his shoes.ê Yes, I know she says heês still got odd laces. Not that says Adam. The size of them! They could both have been used as boats in the Regatta!ê ",
,,,Adam and Jessie try and suppress their giggles but canêt.  Squeals of laughter bubble out of them,
12TH SEPTEMBER,FRIDAY ,,LOST AND FOUND,
