28-Aug-14,6,"The Wilson House, 11pm",Kitty arrives home to find Esme about to return to the Vicarage.  She has been to the flicks with Jerry to see The Looters of Liege _ all very frightening.  Esme wants to know all about Kitty's evening.,"Esme, Kitty"
28-Aug-14,6,,Kitty admits that the show was wonderful and she had a nice time.  Victor was the perfect gentleman and very thoughtful.  Perhaps in another lifeÑ  ,
28-Aug-14,6,,Esme says maybe she should think about it in this life. ,
28-Aug-14,6,,"Kitty says she couldn't do that.  Victor is a decent man and it wouldn't be right to deceive him like that.  She loves Dieter, the war will soon be over and everything will be fine.  ",
28-Aug-14,6,,Esme is less than convinced.  She tells Kitty that she is fooling herself.,
29-Aug-14,1,"Outside Moore Bread, 9am","Calling goodbye to her mother, JESSIE hurries out into the street and almost bumps into Henri who is standing outside the shop doorway, staring in.  She is startled but recognises _Lacesî immediately.  She apologises nicely and is a bit miffed when he refuses to talk to her.  She even offers to find him a proper shoelace instead of that bit of string.",Jessie
29-Aug-14,2,"Outside St Jude's, 9.30am","ADAM wants to know all about it.  What was _Lacesî doing there?  Nothing, Jessie says, just staring in the shop window.  Adam is very worried.  _Lacesî must know that they have been following him.  Now he has found out where Jessie lives.  And if _Lacesî knows, Mr Boot will know.  They have to be very careful, they could be murdered in their beds.","Adam, Jessie, Mrs Gibbons, Isabel"
29-Aug-14,2,,MRS GIBBONS chivvies them.  We realise we are at the final preparations for the Cake Sale.  In Mrs Gibbons' world it is a truth universally acknowledged that two children whispering must up to no good.  She accuses them on having designs on the cakes.  Jessie points out that her father is a baker and she doesn't need those rotten cakes.  Mrs Gibbons is outraged at being spoken back to and it takes the arrival of ISABEL to calm things down.  Adam and Jessie are sent to help RALPH hang some bunting.,
29-Aug-14,2,,"Isabel confirms to a delighted Mrs Gibbons that Gabriel will invite the Prime Minister along.  She reminded her father about it just this morning.  Now that celebrities are invited. Mrs Gibbons is taking full credit for suggesting the Cake and Fancy Goods Sale.  Perhaps the Prime Minister could even be persuaded to open it officially.  As she bustles off, full of her own importance, Isabel sighs.",
29-Aug-14,3,"Outside St Jude's, 10.15am",IVY LAYTON has arrived with the theatre pianist and is arranging with DOROTHEA where they should set up.  The pianist will play throughout the afternoon and she herself will sing a song or two.  It will be like old times for her.,"Ivy, Dorothea, Ralph, Isabel, Adam, Jessie, Mrs Gibbons"
29-Aug-14,3,,RALPH asks Dorothea if they can find space for the Town Crier who has written some patriotic verses and had them printed up for sale.  All the proceeds will go to the Belgian cause.    Dorothea says the only available table is Ralph's tombola.  Perhaps they could move Ralph and he could share Isabel's White Elephant table.  Ralph thinks this is an excellent idea but Isabel suggests that it would be much better for Ralph to share with the Town Crier.   Ralph knows that she is avoiding spending the afternoon with him.,
29-Aug-14,3,,"Dorothea calls Adam and Jessie to help clear space for the Town Crier but in doing so she inadvertently calls Adam, _Sam.î  Adam freezes for a second.  Dorothea is mortified but Adam insists it's not a problem.  A moment later, though, he runs off.  Dorothea wants to go after him but Jessie says she will go.",
29-Aug-14,3,,"Mrs Gibbons starts fussing about her daughter's embroidery as Ralph tries to speak to Isabel, only to be politely rebuffed.",
29-Aug-14,4,"Outside St Jude's, 10.30",Jessie finds Adam in a quiet corner of the churchyard.  She has brought him a toffee apple which she has sneaked.  Adam confesses how much he misses Sam _ the pain never gets better or goes away.  People keep telling him that time is going to help but it never seems to.,"Adam, Jessie"
29-Aug-14,4,,"In the distance, the band strikes up.  Jessie uses this to draw Adam back to the Sale.",
29-Aug-14,5,Outside St Jude's 12.00,"The Sale is in full swing.  GABRIEL arrives, as promised, but without the Prime Minister _ to the mortification of Mrs Gibbons who had set her heart on it.  Gabriel says the Prime Minister has sent a message, which cheers her up.","Adam, Jessie, Gabriel, Dorothea, Ivy, Ralph, Isabel, Mrs Gibbons"
29-Aug-14,5,,"Isabel asks if the Prime Minister has really sent a message and Gabriel confesses to bending the truth, much to Ralph and Isabel's amusement.  Gabriel tells Ralph that the first temporary club for soldiers will be opening on Sunday.  Overhearing this, Mrs Gibbons immediately jumps in and all but invites herself to organise it.  Ralph and Gabriel are in equal parts amused and irritated by Mrs Gibbons but Gabriel acknowledges that she is exactly the sort the country needs to win the war.",
29-Aug-14,5,,Mrs Gibbons is coughing a lot.  Isabel asks if she is quite well.  Mrs Gibbons points out all the able bodied young men who are present.  She encourages Isabel to follow suit and cough disapprovingly at them too.  Mrs Gibbons is thinking of joining the White Feather Club which is being organised in town.  She'll show these shirkers what she thinks of them.,
29-Aug-14,5,,Dorothea announces that Ivy Layton is about to sing.   Ivy launches into a spirited rendition of _We Don't Want To Lose You But We Think You Ought To Goî (which is both the correct date and out of copyright!).  Everyone watches as she struts up and down twirling her parasol.,
29-Aug-14,5,,Adam grows very quiet as Ivy sings.  He pulls on Jessie's sleeve.  Jessie tells him to be quiet but Adam pulls Jessie away from the crowd.,
29-Aug-14,6,"Outside St Jude's, 12.15","Adam tells Jessie it was the twirling parasol that did it.  She does not understand.  Adam tells her that he has suddenly remembered what happened the day of the lightning strike.  The lightning struck Miss Graham's parasol and sent it twirling around, just like the singing lady's.  Adam hesitates but he cannot keep the memory to himself.  He now remembers that on the Sunday school outing he saw the Vicar and Isabel kissing. Jessie is both intrigued and deeply shocked.  So the lightning was meant as a punishment for them!  ","Adam, Jessie"
29-Aug-14,7,"Outside St Jude's, immediately following","As Ivy finishes her song, Gabriel steps up and says that he has just been brought news of a British naval Victory at Heligoland Bight.  Five German ships have been sunk.  After two weeks of worrying news from France, this is a sign that the tide is turning and the war will be over by Christmas.","Adam, Jessie, Gabriel, Ivy"
29-Aug-14,7,,Ivy and the pianist strike up _Rule Britanniaî and before long everyone joins in.    ,
29-Aug-14,7,,"As everyone sings, Jessie asks Adam the all important questions.  What are they going to do?  Who should they tell about the Vicar and Miss Graham?",
